koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_model_snr,koi_tce_plnt_num,koi_srad
CANDIDATE,0,0,0,0,7.5019743,135.0995,0.442,2.582,248,1.19,709,9.1,1,0.758
CANDIDATE,0,0,0,0,29.1206519,138.4718,0.195,2.89,415.5,1.6,528,9.7,1,0.788
FALSE POSITIVE,0,0,0,1,1.89132292,132.6489,0.709,5.607,16,0.9,2799,14.8,1,2.106
CANDIDATE,0,0,0,0,6.91261536,132.15638,0.656,2.359,34.4,0.64,981,12,1,1.044
CANDIDATE,0,0,0,0,25.8616058,140.2048,0.855,7.78,123,1.12,613,8.5,1,0.884
FALSE POSITIVE,0,1,0,1,0.918420801,131.58576,0.656,3.533,56.7,1.14,2374,40.3,1,1.434
FALSE POSITIVE,1,0,1,0,0.573709256,131.93854,0.69,1.4932,131.2,7.05,4415,37.5,1,5.769
CANDIDATE,0,0,0,0,13.8353959,134.3082,0.94,4.961,818,3.78,809,10.3,1,1.057
FALSE POSITIVE,1,0,1,0,46.9434911,176.32544,0.213,1.368,100.7,1.57,669,6.6,1,1.55
CANDIDATE,0,0,0,0,2.131660527,133.13431,0.036,1.8585,32.2,0.56,1438,15.7,1,0.997
CANDIDATE,0,0,0,0,5.75902182,132.16301,0.329,2.687,70.8,0.91,1112,9.9,1,1.066
FALSE POSITIVE,0,0,1,1,0.9628348,132.1907,0.309,2.259,92.8,0.81,1648,7.6,1,0.838
CANDIDATE,0,0,0,0,5.66494448,136.33835,0.4638,4.173,46,0.78,1134,11.4,1,1.13
FALSE POSITIVE,1,0,1,1,0.566798364,131.81891,0.487,3.172,38.6,0.66,2272,14.1,1,1.04
FALSE POSITIVE,0,0,1,0,3.22452656,132.50118,0.0995,5.156,57.5,24.48,4883,24.3,1,34.674
FALSE POSITIVE,0,0,1,1,1.89127438,132.68059,0.514,4.491,32.3,2.03,3342,24.6,1,3.46
FALSE POSITIVE,0,0,1,1,1.33256944,132.05502,0.456,3.89,20.6,0.46,1624,18.8,1,0.998
CONFIRMED,0,0,0,0,66.6504521,171.18229,0.433,5.744,536.9,1.56,308,27.1,1,0.679
FALSE POSITIVE,0,1,1,0,55.7002642,152.6957,0.2976,4.285,332.7,1.18,309,10.8,1,0.67
FALSE POSITIVE,0,1,1,1,10.88241656,132.677164,1.199,5.4674,16630,29.69,632,265.2,1,0.715
FALSE POSITIVE,0,1,0,0,25.19830439,142.2240343,1.069,5.1942,73834,46.14,604,1669.4,1,0.883
CANDIDATE,0,0,0,0,5.2736268,135.6461,0.595,5.291,86.1,0.89,1014,8.7,1,0.918
CANDIDATE,0,0,0,0,24.5041103,140.1805,0.178,6.065,119.5,1.03,574,11.3,1,0.962
FALSE POSITIVE,0,0,1,0,1.316398648,132.2998,0.392,1.169,182.5,1.09,1374,13.1,1,0.806
FALSE POSITIVE,1,0,0,1,14.2005007,135.7279,1.106,5.232,80.6,13.28,843,10.6,2,1.065
FALSE POSITIVE,0,0,1,0,5.5834987,132.562,0.7862,2.484,87.4,1.41,1317,11.8,1,1.375
FALSE POSITIVE,0,0,1,1,1.21374652,131.735,0.57,3.371,28.9,0.59,1880,17.4,1,1.049
CONFIRMED,0,0,0,0,5.24970432,135.46911,0.248,2.746,61.9,0.67,954,13.9,3,0.853
CONFIRMED,0,0,0,0,56.6746666,160.44836,0.626,5.516,883.1,4.01,522,22.7,1,1.295
FALSE POSITIVE,0,1,0,0,63.9005941,189.47344,1.194,8.2789,17097,25.91,353,110.8,1,0.634
CANDIDATE,0,0,0,0,12.6878176,136.1525,0.921,4.262,293,2.16,851,13.5,1,1.046
CANDIDATE,0,0,0,0,483.36405,483.0784,0.614,15.61,285.4,1.27,202,8.3,1,0.718
CONFIRMED,0,0,0,0,16.2951259,144.80425,0.494,3.678,197.9,1.15,574,13,1,0.812
FALSE POSITIVE,0,1,0,0,18.17304501,355.230984,0.674,10.9113,69911,24.39,650,1820.5,1,0.86
FALSE POSITIVE,0,1,1,0,14.12678065,137.90377,1.254,5.9303,7647.4,31.13,670,127.1,1,0.784
CANDIDATE,0,0,0,0,12.0729757,142.429,0.312,3.783,99.5,1.69,969,9.7,1,1.707
FALSE POSITIVE,0,0,1,0,1.337561836,132.14597,0.055,1.575,41,1.11,2322,9.5,1,1.715
CANDIDATE,0,0,0,0,82.401274,140.6557,0.703,6.48,430.7,2.21,421,10.1,1,1
CANDIDATE,0,0,0,0,11.91256675,143.15988,0.174,6.126,123.1,2.61,1242,27.8,1,2.335
CANDIDATE,0,0,0,0,4.08197713,132.10953,0.328,2.943,26.2,0.6,1372,9.3,1,1.156
FALSE POSITIVE,1,0,0,1,0.566805268,131.8224,0.069,3.721,35.7,0.65,2492,12.5,1,1.086
CONFIRMED,0,0,0,0,12.27057043,137.57434,0.026,3.002,295.5,1.67,811,18.7,1,0.969
CONFIRMED,0,0,0,0,13.2274753,137.71768,0.803,6.356,229.8,1.94,867,16.4,1,1.155
CANDIDATE,0,0,0,0,76.87935893,146.882451,0.864,2.3819,21272,7.71,202,131,1,0.436
FALSE POSITIVE,0,1,1,0,0.559517155,132.07411,0.328,0.596,57.9,1.04,2762,12.7,1,1.309
FALSE POSITIVE,0,1,1,1,0.580725004,131.73303,0.137,2.071,105.2,0.85,1939,18,1,0.841
CANDIDATE,0,0,0,0,7.28116667,132.7518,0.1,2.716,333.8,1.4,744,11.5,1,0.788
CANDIDATE,0,0,0,0,2.87998334,131.48485,0.22,1.658,116.5,0.85,1024,9.9,1,0.806
CONFIRMED,0,0,0,0,4.36125889,132.53228,0.374,2.174,189.2,1.2,1000,10.7,1,0.873
CANDIDATE,0,0,0,0,21.08678557,135.5636,0.702,0.978,499.6,2.08,651,11,1,0.863
FALSE POSITIVE,0,0,1,0,1.19087362,131.71838,0.393,1.785,67.5,0.73,1489,8,1,0.888
FALSE POSITIVE,0,0,1,1,1.06484622,131.5817,0.242,3.287,42.4,0.72,2034,12.5,1,1.087
CANDIDATE,0,0,0,0,5.19206571,134.5614,0.847,3.716,66.6,0.99,1170,10.5,1,1.075
CANDIDATE,0,0,0,0,449.01499,144.707,0.2182,12.58,94.2,1.04,258,8.5,1,1.068
FALSE POSITIVE,0,0,1,1,8.480305,135.8796,0.766,6.19,304.2,1.33,661,11.5,1,0.696
CONFIRMED,0,0,0,0,54.5091549,140.82739,0.94,5.125,622.2,1.94,308,17,1,0.603
CANDIDATE,0,0,0,0,14.1959621,137.01221,0.786,3.605,196.2,1.66,818,14.1,1,1.076
CANDIDATE,0,0,0,0,11.52482874,134.08163,1.205,1.724,577.6,22.56,756,16.2,1,0.892
FALSE POSITIVE,0,1,0,0,46.84008579,164.134422,4.652,3.8198,6287.9,428.62,552,147.9,1,1.055
CANDIDATE,0,0,0,0,6.70242786,133.17733,0.369,1.221,65.3,1.82,1367,8.8,1,2.224
FALSE POSITIVE,1,0,1,1,0.992798625,131.70889,1.219,3.5065,582.5,29.26,1967,79.1,2,1.098
CANDIDATE,0,0,0,0,7.79534033,138.03216,0.282,3.406,102.1,1.07,985,10.2,1,1.05
CANDIDATE,0,0,0,0,115.238544,155.5989,0.965,7.653,516.7,3.17,372,10.6,1,1.037
FALSE POSITIVE,1,0,0,0,0.77957913,131.7173,0.183,2.457,70.4,0.71,1819,11.1,1,0.853
FALSE POSITIVE,0,1,1,0,0.544561598,131.94532,0.214,1.6053,35.2,44.9,11804,31.1,1,80.529
CANDIDATE,0,0,0,0,5.6795377,132.95,0.196,3.757,52,1.16,1420,12.5,2,1.585
FALSE POSITIVE,0,0,1,0,1.97515457,132.6578,0.027,2.633,66.1,0.92,1504,9.2,1,1.145
FALSE POSITIVE,0,1,1,0,21.993112,131.68608,1.249,8.616,1015.7,23.21,523,37.3,1,0.747
CANDIDATE,0,0,0,0,19.5489666,149.78882,0.83,1.78,523.8,1.89,579,12.6,1,0.732
CANDIDATE,0,0,0,0,7.41834569,133.51738,0.049,2.462,234,1.12,800,11.2,2,0.732
FALSE POSITIVE,0,0,1,0,27.6853358,132.70397,0.897,4.661,1660.7,3.11,461,49.3,1,0.639
CONFIRMED,0,0,0,0,35.6225528,141.4514,0.261,4.845,651.1,2.24,523,9.6,1,0.878
FALSE POSITIVE,0,0,1,1,7.1403113,137.9994,0.786,5.891,112.1,1.18,1036,11.8,1,1.016
FALSE POSITIVE,0,0,1,0,2.69487041,131.59964,0.554,2.553,62.1,0.97,1440,10.3,1,1.187
CONFIRMED,0,0,0,0,112.303136,230.4383,0.248,5.869,502.1,1.3,241,13.1,1,0.595
CANDIDATE,0,0,0,0,92.461135,211.1951,0.083,14.344,122.4,2.86,564,20.7,1,2.648
CANDIDATE,0,0,0,0,49.5387264,132.50072,1.223,2.238,740.6,20.52,436,10.3,1,0.747
CANDIDATE,0,0,0,0,9.2294726,136.173,0.076,2.446,199.3,0.82,601,7.5,1,0.596
FALSE POSITIVE,0,0,0,1,1.33254897,132.0549,0.241,3.083,591.7,32.84,4664,16.2,1,13.777
FALSE POSITIVE,0,0,1,0,18.2260472,133.5798,0.378,3.664,361.1,1.85,648,10,1,0.98
CANDIDATE,0,0,0,0,17.99562529,145.60092,1.2379,0.871,1068,28.98,701,12.1,1,0.959
FALSE POSITIVE,0,0,1,1,1.018347376,131.69633,0.654,4.386,47.8,1.92,2832,33.3,1,2.638
CANDIDATE,0,0,0,0,63.095068,158.1168,1.05,9.485,496.8,11.67,573,11.4,1,1.325
FALSE POSITIVE,0,1,1,0,37.32483952,143.0389,1.263,6.9676,4989.2,30.32,461,155.6,1,0.79
FALSE POSITIVE,0,1,1,1,25.951984,148.92323,1.266,20.585,2340.2,36.8,626,131.4,1,1.046
CANDIDATE,0,0,0,0,21.7203362,134.7659,0.311,4.252,87.8,0.8,594,12,5,0.853
CONFIRMED,0,0,0,0,42.9136635,139.88848,0.403,5.227,160.6,3.19,810,18.2,1,2.483
FALSE POSITIVE,0,1,0,0,88.1804682,209.15533,0.026,5.033,1138.6,2.78,359,17.5,1,0.839
CONFIRMED,0,0,0,0,177.668663,264.2428,0.772,9.298,901.4,2.32,233,12.7,1,0.701
FALSE POSITIVE,0,1,0,0,0.98041685,131.78321,0.446,0.919,105.7,0.75,1388,8.8,1,0.722
CONFIRMED,0,0,0,0,92.263742,146.4247,0.273,8.605,296.9,2.22,469,12.2,1,1.283
CANDIDATE,0,0,0,0,6.64754478,137.13371,0.235,1.961,289.3,1.72,999,12.4,1,1.007
CANDIDATE,0,0,0,0,1.97650073,132.95624,0.055,1.788,112.5,0.97,1394,10.4,1,0.923
CANDIDATE,0,0,0,0,14.7401061,133.5305,0.116,5.637,238,1.48,750,10.3,1,0.959
FALSE POSITIVE,1,0,0,0,3.0001191,132.9097,0.635,6.61,7.7,0.73,2566,7.3,1,2.485
CONFIRMED,0,0,0,0,81.4160138,160.86387,0.911,14.175,762.3,4.63,522,54.3,1,1.401
CANDIDATE,0,0,0,0,4.7309013,135.19333,0.362,2.889,228.5,1.39,1065,11.6,1,0.911
FALSE POSITIVE,1,0,0,0,357.82544,255.208,0.636,9.12,152.5,1.7,306,11.1,1,1.312
CONFIRMED,0,0,0,0,35.2330694,135.36477,0.139,3.674,352.8,0.97,288,14.5,1,0.524
FALSE POSITIVE,0,0,1,1,45.3965379,136.9486,0.085,3.826,1001.6,1.97,326,15.3,1,0.643
CANDIDATE,0,0,0,0,36.721576,151.2481,0.097,7.758,538.2,1.93,498,10.2,1,0.84
CANDIDATE,0,0,0,0,96.81647,136.55813,0.034,10.227,164.7,3.19,655,25.9,1,2.467
FALSE POSITIVE,0,0,1,0,0.729724346,132.04276,0.523,2.699,23,0.51,2151,14.3,1,1.03
FALSE POSITIVE,0,0,1,0,0.821472455,132.3003,0.2579,2.433,127.1,0.92,1559,11.3,1,0.836
FALSE POSITIVE,0,0,1,0,1.29019586,132.11311,0.044,3.741,86.5,0.78,1530,11.1,1,0.842
CANDIDATE,0,0,0,0,1.141148847,132.24561,0.062,1.629,73.1,1.67,2248,12.7,1,1.989
CANDIDATE,0,0,0,0,12.460565,139.2206,0.015,3.903,143.9,1.1,726,10.2,1,0.933
CANDIDATE,0,0,0,0,19.5945772,150.1394,0.389,6.77,129.3,1.18,724,8.8,2,1.023
FALSE POSITIVE,0,0,1,1,8.48032079,135.85214,0.004,5.791,170.7,0.95,759,14.7,1,0.728
CONFIRMED,0,0,0,0,47.9869119,160.65401,0.873,5.342,859.3,3.35,493,25.7,1,0.981
FALSE POSITIVE,1,0,0,1,359.047933,295.76934,0.002,16.637,5622.7,7.76,260,91.1,1,1.048
FALSE POSITIVE,0,1,1,0,29.8042694,150.6786,1.237,3.107,1046.5,24.73,505,17.9,1,0.827
CANDIDATE,0,0,0,0,7.08757462,138.27614,0.371,3.342,187,1.28,955,11,1,0.925
CANDIDATE,0,0,0,0,5.4169303,133.7916,1.055,7.512,109.5,8.17,1173,11.3,1,1.108
CANDIDATE,0,0,0,0,31.1920226,153.83296,0.11,2.849,447.8,1.65,521,11.6,1,0.777
FALSE POSITIVE,1,0,0,0,1.02104719,131.5654,1.0867,6.39,246.1,13.68,2129,18.5,1,1.2
CANDIDATE,0,0,0,0,7.630545,907.04471,0.021,3.63,364.9,2.26,1087,11.3,1,1.179
CANDIDATE,0,0,0,0,6.6716723,131.92708,0.167,2.693,154.4,1.27,1024,10.3,1,1.021
FALSE POSITIVE,0,1,1,1,1.23142395,131.7651,0.187,2.186,19.6,0.77,2317,10.8,1,1.73
CANDIDATE,0,0,0,0,409.38645,340.621,0.0706,13.78,531.5,1.78,197,10.3,1,0.799
FALSE POSITIVE,0,1,1,0,386.828262,177.56829,0.953,5.045,1024.9,6.54,340,19.7,1,1.615
FALSE POSITIVE,0,1,1,1,15.8733803,135.62779,0.919,7.4672,4094.1,8.15,830,136.5,1,1.054
FALSE POSITIVE,0,1,1,1,42.3991752,151.96105,0.965,7.251,484,3.23,580,36.9,1,1.121
FALSE POSITIVE,0,1,1,1,25.95198823,154.88102,1.269,14.602,5103.3,39.94,680,125,1,1.035
CANDIDATE,0,0,0,0,17.7662938,146.6886,0.909,3.079,181.1,1.54,670,10.1,1,0.946
FALSE POSITIVE,0,0,1,1,13.6917833,133.78898,0.142,4.198,145.4,1.12,770,14.2,1,0.931
CANDIDATE,0,0,0,0,11.56722589,132.25385,0.242,2.507,373.7,1.29,568,11.5,1,0.691
CANDIDATE,0,0,0,0,631.56889,145.0148,0.636,14.37,789,3.13,237,20.7,1,1.059
FALSE POSITIVE,1,0,0,0,14.15849823,134.0065,1.204,46.356,347.3,90.09,1910,225.1,1,3.746
FALSE POSITIVE,1,0,0,0,12.3748247,138.0615,1.185,90.01,390.9,81.01,1253,85.7,1,3.598
CANDIDATE,0,0,0,0,3.74099144,132.2112,0.222,5.428,34.3,1.85,1733,12.3,1,3.231
CANDIDATE,0,0,0,0,302.779824,355.5989,0.001,16.847,270.9,1.31,246,12.3,1,0.797
FALSE POSITIVE,1,0,0,0,14.54178117,144.269401,22.28,9.1151,143640,2722.92,834,768.9,2,1.148
CANDIDATE,0,0,0,0,21.1876185,148.8101,0.777,3.69,71.7,0.79,676,8.5,1,0.849
FALSE POSITIVE,0,1,1,1,30.9604688,156.1377,1.208,14.992,460.9,89.18,1064,27.1,1,3.558
FALSE POSITIVE,0,1,0,0,1.041619932,131.836717,1.237,8.1218,1840.5,30.94,1858,374.1,1,0.991
FALSE POSITIVE,0,1,0,0,2.544594443,135.040236,0.558,3.21373,348780,109.72,1608,608.9,1,1.616
FALSE POSITIVE,0,1,0,0,56.40651043,138.309825,0.625,18.4332,102290,21.93,358,1597.3,1,0.647
FALSE POSITIVE,0,1,0,0,7.964400574,131.563644,1.121,4.4761,190900,61.54,633,879.2,1,0.715
FALSE POSITIVE,0,1,1,1,6.399101307,134.702264,1.039,4.7439,83326,51.77,1042,154.4,1,0.988
CONFIRMED,0,0,0,0,34.9168399,157.6693,0.026,7.343,500,2.39,602,15.4,2,1.069
FALSE POSITIVE,0,1,1,1,8.480303653,135.854594,0.195,7.48907,81428,22.25,762,301.4,1,0.787
CANDIDATE,0,0,0,0,94.094392,196.7503,0.32,10.833,46.6,0.9,486,10.6,2,1.308
FALSE POSITIVE,0,0,1,0,10.6784787,140.159,0.271,2.307,201,1.12,712,9.4,1,0.797
CANDIDATE,0,0,0,0,10.08535311,140.97143,0.532,1.75,222.5,1.45,843,10.7,1,0.945
FALSE POSITIVE,0,1,0,0,42.55926555,161.57039,0.775,3.36626,207990,51.86,487,950,1,0.863
CANDIDATE,0,0,0,0,10.2856373,141.20764,0.378,3.043,134.9,1.24,864,10.4,1,1.06
FALSE POSITIVE,0,0,1,0,24.2157996,133.4661,0.207,4.359,322.2,1.58,596,13.6,1,0.885
CONFIRMED,0,0,0,0,44.2018402,163.21471,0.348,4.949,235.6,1.14,409,18.6,1,0.753
CANDIDATE,0,0,0,0,393.95608,388.3294,0.614,13.89,482.2,2.27,263,10.3,1,0.989
CONFIRMED,0,0,0,0,15.0330623,131.89493,0.896,6.326,132.2,2.18,928,14.9,1,1.601
CANDIDATE,0,0,0,0,34.7496038,158.68412,0.984,4.548,227.1,3.51,702,11.4,2,1.601
FALSE POSITIVE,0,1,0,0,12.62530918,140.0602,1.151,3.163,39413,87.2,1214,32.5,1,1.844
FALSE POSITIVE,0,1,0,0,124.9357674,177.686517,0.542,7.5608,240900,49.34,362,332.8,1,0.941
CANDIDATE,0,0,0,0,227.83457,238.7643,0.56,21.59,155.3,2.83,449,13.1,1,2.193
FALSE POSITIVE,0,1,0,0,119.6798032,176.106325,0.527,32.1928,299050,193.91,847,5357.7,1,3.251
FALSE POSITIVE,0,1,0,0,6.399107136,134.7016363,0.245,5.21981,376770,59.15,1031,4322.4,1,0.935
FALSE POSITIVE,0,1,0,1,8.480304281,135.854534,0.235,7.46159,83115,65,1504,5219.5,1,2.21
FALSE POSITIVE,0,1,0,0,117.6813778,147.206961,0.433,12.7591,45362,45.43,575,2426.9,1,2.079
FALSE POSITIVE,0,1,0,0,17.72722648,144.070402,0.381,4.1376,147140,35.18,692,922.1,1,0.895
FALSE POSITIVE,0,1,0,0,100.4013273,216.083194,0.436,9.7436,53782,26,420,1331,1,1.1
FALSE POSITIVE,0,1,0,0,11.32028788,131.803042,0.526,4.82219,243410,59.23,928,1539.9,1,1.127
CANDIDATE,0,0,0,0,24.352541,147.1949,0.505,2.782,349.1,1.52,498,5.8,2,0.805
CONFIRMED,0,0,0,0,5.94228603,133.804,0.097,2.169,250,1.23,797,7.5,1,0.805
CANDIDATE,0,0,0,0,382.30306,356.7308,0.597,8.83,225.6,4.05,400,9.6,1,2.59
CANDIDATE,0,0,0,0,26.7575866,137.28717,0.407,5.858,455.3,2.28,660,17.7,1,1.052
FALSE POSITIVE,0,1,0,0,57.0599992,164.25706,0.194,7.463,66168,22.31,455,751.5,1,0.863
CONFIRMED,0,0,0,0,14.5565618,141.03671,0.031,4.554,103.8,1.08,787,17.1,1,1.061
FALSE POSITIVE,0,0,1,0,0.837898153,131.98187,0.071,2.104,268.9,1.26,1478,13.9,2,0.797
CONFIRMED,0,0,0,0,41.7084063,153.53793,0.671,8.567,330,2.19,608,24.3,1,1.138
FALSE POSITIVE,0,1,0,0,33.0257179,161.01,0.044,6.032,507.1,2.21,564,12.2,1,0.99
FALSE POSITIVE,0,1,0,0,25.36699067,138.8144224,0.86,5.9556,150580,56.02,665,2206.5,1,1.024
FALSE POSITIVE,1,0,0,0,428.3217393,276.530352,0.531,40.5992,317000,49.76,220,4594.8,1,0.806
FALSE POSITIVE,0,1,0,0,82.13761,196.1225133,1.221,6.11904,210770,197.85,640,3583.1,1,2.012
FALSE POSITIVE,0,1,0,0,24.0612744,138.38747,0.461,19.9438,440150,83.77,749,1161.1,1,1.138
FALSE POSITIVE,0,1,0,0,66.36099916,168.379642,0.486,20.0614,416740,61.42,420,1866.7,1,0.857
FALSE POSITIVE,0,1,0,0,8.939461148,133.013944,0.558,6.19136,357830,153.32,1407,2427.5,1,2.225
FALSE POSITIVE,0,1,0,0,18.79862195,138.028268,0.524,7.4782,380200,55.07,575,551.3,1,0.796
FALSE POSITIVE,0,1,0,0,4.80912667,134.07939,0.471,7.9331,134090,44.3,1270,1033.2,1,1.166
FALSE POSITIVE,0,1,0,0,2.33211505,132.19683,1.747,2.96723,105950,140.22,1594,997.8,1,1.094
CONFIRMED,0,0,0,0,0.53835407,131.64999,0.334,1.5045,190.2,1.67,2386,46.6,1,1.207
FALSE POSITIVE,0,1,0,0,249.3621183,279.658296,1.17,8.3559,35830,48.69,308,846.1,1,1.02
CANDIDATE,0,0,0,0,3.80675878,133.7492,0.26,2.092,231.9,2.75,1574,10.4,3,1.797
CONFIRMED,0,0,0,0,9.5084871,140.5602,0.143,4.372,97.9,1.65,1131,13.3,1,1.668
CANDIDATE,0,0,0,0,34.1086562,158.431,0.318,6.405,133.8,1.95,739,11.7,2,1.668
CANDIDATE,0,0,0,0,47.0563327,173.9653,0.361,4.807,762,2.57,497,12.1,1,0.924
CANDIDATE,0,0,0,0,10.0100312,131.61434,0.07,1.35,375.8,0.99,506,12.4,1,0.508
CONFIRMED,0,0,0,0,96.169569,170.2581,0.049,7.496,894.5,2.07,321,20,1,0.702
CANDIDATE,0,0,0,0,12.67143692,137.50707,0.047,2.498,215.8,0.76,404,13.7,3,0.529
CANDIDATE,0,0,0,0,2.63595435,132.31984,0.005,1.309,93.7,0.5,682,9.2,2,0.529
CONFIRMED,0,0,0,0,82.303914,159.0461,0.859,15.404,737,4.47,485,22.3,1,1.425
CONFIRMED,0,0,0,0,17.9346606,138.21679,0.976,6.25,142.7,2.8,1002,18.8,2,1.775
CANDIDATE,0,0,0,0,241.0707458,223.9933126,0.418,9.88863,70292,76.53,699,4257.4,1,2.777
FALSE POSITIVE,0,1,0,0,184.6467208,151.98458,0.492,18.9869,410270,72.8,320,1113.2,1,1.023
FALSE POSITIVE,1,0,0,0,6.282033445,131.590793,1.777,8.3777,181790,144.85,1029,1178,1,0.976
FALSE POSITIVE,0,1,0,0,5.519188936,134.470023,0.459,7.1351,217070,43.06,932,2270.6,1,0.897
FALSE POSITIVE,0,1,0,0,4.818863794,131.677655,0.486,6.2625,65936,51.32,1595,2048.7,1,1.935
FALSE POSITIVE,0,1,0,0,178.2680204,255.351351,1.135,5.86461,45754,34.07,256,961.4,1,0.696
FALSE POSITIVE,0,1,0,0,2.181555909,133.48675,1.261,4.41739,85407,91.3,1730,1548.2,1,1.246
FALSE POSITIVE,0,1,0,0,244.8327497,285.7025679,1.047,4.37001,40206,38.3,307,733.5,1,0.993
CONFIRMED,0,0,0,0,30.4544418,140.76863,0.929,6.896,472.1,2.6,624,17.3,1,0.984
FALSE POSITIVE,0,0,1,1,10.26558924,136.49645,0.663,3.879,254.6,1.65,828,18.8,1,0.98
FALSE POSITIVE,0,0,1,0,18.9257333,145.5267,1.155,6.149,188.5,16.74,639,16.2,1,0.909
CANDIDATE,0,0,0,0,37.8862977,133.03141,0.026,5.218,672.2,2.09,479,14.4,1,0.818
CANDIDATE,0,0,0,0,10.54841329,139.06402,1.017,1.872,102.9,3.89,899,11.7,2,1.092
CANDIDATE,0,0,0,0,133.6348207,236.35163,0.438,1.584,420.9,1.89,317,10.8,1,0.918
FALSE POSITIVE,0,1,1,1,11.9615433,131.895,0.576,3.129,424.5,2.24,847,12.4,1,1.046
CANDIDATE,0,0,0,0,32.510844,136.62491,0.421,3.254,361.9,2.62,680,12.6,1,1.358
FALSE POSITIVE,0,1,0,0,62.12767713,172.0663,1.158,5.25005,37430,38.61,402,990.3,1,0.807
FALSE POSITIVE,0,1,1,1,31.9730649,133.8409,0.716,8.872,158.6,1.09,530,15.6,1,0.811
FALSE POSITIVE,0,1,0,0,143.1188694,266.359224,0.703,16.8109,255710,53.3,321,1638,1,0.851
FALSE POSITIVE,0,1,0,0,76.81985465,188.1256603,0.728,5.16249,229160,46.61,379,2314.5,1,0.774
FALSE POSITIVE,0,1,0,0,165.40575,141.5762383,1.091,13.6363,66402,112.86,514,4958.6,1,2.185
FALSE POSITIVE,0,0,1,0,0.715802309,131.690348,1.251,1.5586,2208.6,25.52,1656,137.7,1,0.757
FALSE POSITIVE,0,1,0,0,70.58284717,190.4997847,0.882,8.81169,150930,50.88,435,2424,1,0.904
FALSE POSITIVE,0,1,0,0,2.995357359,132.796981,0.843,6.57901,172400,112.12,1791,1467.6,1,1.94
FALSE POSITIVE,0,1,0,0,3.840485025,134.446386,1.189,2.8592,31353,39.38,1077,259.4,1,0.823
FALSE POSITIVE,1,0,0,0,4.75307877,134.5462132,0.019,2.35,933,505.94,7040,6.4,7,180.013
FALSE POSITIVE,0,1,0,0,19.51501329,136.215942,0.692,4.59379,256440,53.03,588,1018.8,1,0.851
CONFIRMED,0,0,0,0,1.772451066,132.08668,0.006,2.4592,79.2,1.02,1685,22.4,2,1.149
CONFIRMED,0,0,0,0,19.9158863,139.36828,0.748,6.191,143.2,1.41,728,28.3,1,1.092
FALSE POSITIVE,0,1,0,0,54.06132811,181.788127,1.336,4.48223,79684,88.28,514,1012.2,1,1.112
FALSE POSITIVE,0,1,0,0,34.52599018,150.102207,1.087,4.47294,67161,54.35,607,1008.1,1,1.049
FALSE POSITIVE,0,0,1,0,14.2821417,136.32946,0.012,2.068,224.9,1.08,625,8.7,1,0.726
FALSE POSITIVE,0,1,0,0,18.64532882,147.207512,0.454,3.63893,433820,61.81,656,1256.8,1,0.845
FALSE POSITIVE,0,1,0,0,20.88212542,146.5689626,0.743,8.03365,233450,66.27,737,3506.5,1,1.072
CANDIDATE,0,0,0,0,14.0545718,133.0972,0.121,4.066,274.3,1.45,711,11.6,1,0.88
CONFIRMED,0,0,0,0,30.8609783,138.31416,0.852,4.216,128.9,1.08,525,17.8,1,0.833
FALSE POSITIVE,0,1,1,1,15.65134872,132.81191,1.267,4.1553,3104,118.33,1396,81.6,1,3.289
CANDIDATE,0,0,0,0,6.86674226,135.3543,0.405,4.216,47.2,0.79,1018,12.3,2,1.135
FALSE POSITIVE,0,1,0,0,286.1755875,314.101583,0.598,16.1025,328540,63.23,276,765.3,1,0.946
FALSE POSITIVE,0,1,0,0,152.151448,215.015903,0.857,26.8612,151820,53.89,362,2163.4,1,0.989
FALSE POSITIVE,0,1,0,0,29.91133406,153.595491,0.559,7.26916,354380,47.83,471,1349.8,1,0.704
FALSE POSITIVE,0,1,0,0,5.877122485,136.42083,0.547,4.71655,362900,125.68,1402,1210.8,1,1.821
FALSE POSITIVE,0,1,0,0,10.63630585,139.783159,0.398,5.17212,216060,64.91,1110,1419,1,1.345
FALSE POSITIVE,0,1,1,1,2.1032389,132.868177,1.209,6.4774,24852,36.63,1238,625.1,1,0.786
FALSE POSITIVE,0,1,0,0,46.69820093,167.6984656,1.131,3.57049,54592,38.79,468,879,1,0.756
CONFIRMED,0,0,0,0,15.99560373,144.2399,0.088,3.471,221.7,1.04,550,20,2,0.721
FALSE POSITIVE,0,1,1,1,25.9518795,148.92549,1.259,21.569,1312.3,35.1,645,63.7,1,1.078
CANDIDATE,0,0,0,0,29.7681831,155.5003,0.739,9.425,159.9,3.98,917,13.2,1,2.916
FALSE POSITIVE,0,1,0,0,56.04809669,159.1678042,1.161,4.04427,53726,42.62,400,1003.7,1,0.78
FALSE POSITIVE,0,0,1,0,2.25161215,131.54653,0.647,2.1,23.9,1.14,2934,9.2,1,2.184
CANDIDATE,0,0,0,0,36.7662364,157.14332,0.164,3.305,579.5,1.28,336,12.6,1,0.54
CONFIRMED,0,0,0,0,14.0328775,138.0603,0.044,6.684,210.9,1.45,783,11.8,1,1.001
